order_id,branch,city,date,item,category,quantity,revenue,order_value,week_start,footfall_count
1117,KHI-02,Karachi,2026-05-26,Fries,Sides,2,514.67,514.67,2026-05-25,1307
1118,KHI-02,Karachi,2026-05-26,Soft Drink,Beverages,1,133.14,133.14,2026-05-25,1307
1119,KHI-02,Karachi,2026-05-26,Fries,Sides,1,237.62,237.62,2026-05-25,1307
1120,KHI-02,Karachi,2026-05-26,Beef Biryani,Rice,2,932.82,932.82,2026-05-25,1307
1121,KHI-02,Karachi,2026-05-26,Zinger Burger,Burgers,2,1306.48,1306.48,2026-05-25,1307
1122,KHI-02,Karachi,2026-05-26,Nihari,Main Course,2,1852.17,1852.17,2026-05-25,1307
1123,KHI-03,Karachi,2026-05-26,Nihari,Main Course,2,1906.51,1906.51,2026-05-25,1098
1124,KHI-03,Karachi,2026-05-26,Soft Drink,Beverages,1,113.63,113.63,2026-05-25,1098
1125,KHI-03,Karachi,2026-05-26,Chicken Karahi,Main Course,1,1228.42,1228.42,2026-05-25,1098
1126,KHI-03,Karachi,2026-05-26,Chicken Karahi,Main Course,1,1144.83,1144.83,2026-05-25,1098
1127,KHI-03,Karachi,2026-05-26,Zinger Burger,Burgers,3,2101.12,2101.12,2026-05-25,1098
1128,KHI-03,Karachi,2026-05-26,Chapli Kabab,BBQ,1,672.59,672.59,2026-05-25,1098
1129,KHI-03,Karachi,2026-05-26,Zinger Burger,Burgers,2,1279.07,1279.07,2026-05-25,1098
1130,KHI-03,Karachi,2026-05-26,Soft Drink,Beverages,2,249.76,249.76,2026-05-25,1098
1131,KHI-03,Karachi,2026-05-26,Beef Biryani,Rice,1,450.46,450.46,2026-05-25,1098
1132,LHR-01,Lahore,2026-05-26,Zinger Wrap,Wraps,1,585.95,585.95,2026-05-25,1503
1133,LHR-01,Lahore,2026-05-26,Zinger Wrap,Wraps,1,505.79,505.79,2026-05-25,1503
1134,LHR-01,Lahore,2026-05-26,Fries,Sides,1,252.31,252.31,2026-05-25,1503
1135,LHR-01,Lahore,2026-05-26,Chicken Karahi,Main Course,2,2431.19,2431.19,2026-05-25,1503
1136,LHR-01,Lahore,2026-05-26,Zinger Burger,Burgers,2,1350.82,1350.82,2026-05-25,1503
1137,LHR-01,Lahore,2026-05-26,Zinger Wrap,Wraps,2,1031.97,1031.97,2026-05-25,1503
1138,LHR-01,Lahore,2026-05-26,Chapli Kabab,BBQ,1,653.78,653.78,2026-05-25,1503
1139,LHR-01,Lahore,2026-05-26,Chicken Karahi,Main Course,3,3693.95,3693.95,2026-05-25,1503
1140,LHR-01,Lahore,2026-05-26,Chapli Kabab,BBQ,1,710.39,710.39,2026-05-25,1503
1141,LHR-01,Lahore,2026-05-26,Nihari,Main Course,2,1923.8,1923.8,2026-05-25,1503
1142,LHR-01,Lahore,2026-05-26,Beef Biryani,Rice,3,1464.94,1464.94,2026-05-25,1503
1143,LHR-01,Lahore,2026-05-26,Nihari,Main Course,2,1835.4,1835.4,2026-05-25,1503
1144,LHR-01,Lahore,2026-05-26,Chapli Kabab,BBQ,1,708.13,708.13,2026-05-25,1503
1145,LHR-01,Lahore,2026-05-26,Zinger Burger,Burgers,2,1319.05,1319.05,2026-05-25,1503
1146,LHR-01,Lahore,2026-05-26,Zinger Wrap,Wraps,1,530.36,530.36,2026-05-25,1503
1147,LHR-01,Lahore,2026-05-26,Nihari,Main Course,1,1038.62,1038.62,2026-05-25,1503
1148,LHR-01,Lahore,2026-05-26,Chapli Kabab,BBQ,1,716.58,716.58,2026-05-25,1503
1149,LHR-01,Lahore,2026-05-26,Chicken Karahi,Main Course,1,1128.52,1128.52,2026-05-25,1503
1150,LHR-01,Lahore,2026-05-26,Nihari,Main Course,1,981.19,981.19,2026-05-25,1503
1151,LHR-01,Lahore,2026-05-26,Soft Drink,Beverages,2,228.3,228.3,2026-05-25,1503
1152,LHR-02,Lahore,2026-05-26,Nihari,Main Course,2,2010.07,2010.07,2026-05-25,1093
1153,LHR-02,Lahore,2026-05-26,Zinger Burger,Burgers,3,1869.98,1869.98,2026-05-25,1093
1154,LHR-02,Lahore,2026-05-26,Nihari,Main Course,3,2987.28,2987.28,2026-05-25,1093
1155,LHR-02,Lahore,2026-05-26,Beef Biryani,Rice,1,489.91,489.91,2026-05-25,1093
1156,LHR-02,Lahore,2026-05-26,Fries,Sides,2,520.55,520.55,2026-05-25,1093
1157,LHR-02,Lahore,2026-05-26,Beef Biryani,Rice,1,525.52,525.52,2026-05-25,1093
1158,LHR-02,Lahore,2026-05-26,Nihari,Main Course,2,1876.69,1876.69,2026-05-25,1093
1159,LHR-02,Lahore,2026-05-26,Chicken Karahi,Main Course,3,3464.33,3464.33,2026-05-25,1093
1160,LHR-02,Lahore,2026-05-26,Chapli Kabab,BBQ,1,668.87,668.87,2026-05-25,1093
1161,LHR-02,Lahore,2026-05-26,Nihari,Main Course,2,1822.5,1822.5,2026-05-25,1093
1162,LHR-02,Lahore,2026-05-26,Soft Drink,Beverages,1,119.54,119.54,2026-05-25,1093
1163,LHR-02,Lahore,2026-05-26,Zinger Burger,Burgers,1,661.09,661.09,2026-05-25,1093
1164,LHR-02,Lahore,2026-05-26,Fries,Sides,1,253.46,253.46,2026-05-25,1093
1165,LHR-02,Lahore,2026-05-26,Zinger Burger,Burgers,1,676.88,676.88,2026-05-25,1093
1166,LHR-02,Lahore,2026-05-26,Chapli Kabab,BBQ,1,700.46,700.46,2026-05-25,1093
1167,LHR-02,Lahore,2026-05-26,Nihari,Main Course,1,1019.04,1019.04,2026-05-25,1093
1168,LHR-02,Lahore,2026-05-26,Soft Drink,Beverages,2,236.82,236.82,2026-05-25,1093
1169,LHR-03,Lahore,2026-05-26,Fries,Sides,2,515.64,515.64,2026-05-25,1008
1170,LHR-03,Lahore,2026-05-26,Zinger Burger,Burgers,1,622.14,622.14,2026-05-25,1008
1171,LHR-03,Lahore,2026-05-26,Fries,Sides,1,236.61,236.61,2026-05-25,1008
1172,LHR-03,Lahore,2026-05-26,Zinger Burger,Burgers,1,665.68,665.68,2026-05-25,1008
1173,LHR-03,Lahore,2026-05-26,Beef Biryani,Rice,2,949.27,949.27,2026-05-25,1008
1174,LHR-03,Lahore,2026-05-26,Beef Biryani,Rice,1,497.14,497.14,2026-05-25,1008
1175,LHR-03,Lahore,2026-05-26,Nihari,Main Course,1,972.48,972.48,2026-05-25,1008
1176,LHR-03,Lahore,2026-05-26,Zinger Burger,Burgers,1,647.63,647.63,2026-05-25,1008
1177,LHR-03,Lahore,2026-05-26,Chicken Karahi,Main Course,3,3447.58,3447.58,2026-05-25,1008
1178,LHR-03,Lahore,2026-05-26,Chicken Karahi,Main Course,3,3327.33,3327.33,2026-05-25,1008
1179,LHR-03,Lahore,2026-05-26,Zinger Wrap,Wraps,2,1075.44,1075.44,2026-05-25,1008
1180,LHR-03,Lahore,2026-05-26,Fries,Sides,2,521.41,521.41,2026-05-25,1008
1181,LHR-03,Lahore,2026-05-26,Beef Biryani,Rice,1,485.14,485.14,2026-05-25,1008
1182,LHR-03,Lahore,2026-05-26,Beef Biryani,Rice,1,450.1,450.1,2026-05-25,1008
1183,LHR-03,Lahore,2026-05-26,Fries,Sides,1,252.16,252.16,2026-05-25,1008
1184,LHR-03,Lahore,2026-05-26,Beef Biryani,Rice,3,1467.74,1467.74,2026-05-25,1008
1185,LHR-03,Lahore,2026-05-26,Chapli Kabab,BBQ,2,1338.13,1338.13,2026-05-25,1008
1186,LHR-03,Lahore,2026-05-26,Chicken Karahi,Main Course,1,1209.22,1209.22,2026-05-25,1008
1187,LHR-03,Lahore,2026-05-26,Beef Biryani,Rice,3,1444.19,1444.19,2026-05-25,1008
1188,LHR-03,Lahore,2026-05-26,Zinger Wrap,Wraps,1,518.57,518.57,2026-05-25,1008
1189,LHR-03,Lahore,2026-05-26,Soft Drink,Beverages,1,122.15,122.15,2026-05-25,1008
1190,KHI-01,Karachi,2026-05-27,Chicken Karahi,Main Course,2,2529.97,2529.97,2026-05-25,1439
1191,KHI-01,Karachi,2026-05-27,Chapli Kabab,BBQ,1,736.88,736.88,2026-05-25,1439
1192,KHI-01,Karachi,2026-05-27,Chicken Karahi,Main Course,1,1117.34,1117.34,2026-05-25,1439
1193,KHI-01,Karachi,2026-05-27,Zinger Burger,Burgers,3,1858.56,1858.56,2026-05-25,1439
1194,KHI-01,Karachi,2026-05-27,Chicken Karahi,Main Course,2,2461.8,2461.8,2026-05-25,1439
1195,KHI-01,Karachi,2026-05-27,Chapli Kabab,BBQ,1,717.98,717.98,2026-05-25,1439
1196,KHI-01,Karachi,2026-05-27,Chicken Karahi,Main Course,1,1230.9,1230.9,2026-05-25,1439
1197,KHI-01,Karachi,2026-05-27,Fries,Sides,3,894.48,894.48,2026-05-25,1439
1198,KHI-01,Karachi,2026-05-27,Chapli Kabab,BBQ,1,719.98,719.98,2026-05-25,1439
1199,KHI-01,Karachi,2026-05-27,Chicken Karahi,Main Course,1,1268.13,1268.13,2026-05-25,1439
1200,KHI-01,Karachi,2026-05-27,Nihari,Main Course,1,995.32,995.32,2026-05-25,1439
1201,KHI-01,Karachi,2026-05-27,Chicken Karahi,Main Course,3,3717.25,3717.25,2026-05-25,1439
1202,KHI-01,Karachi,2026-05-27,Chapli Kabab,BBQ,2,1377.93,1377.93,2026-05-25,1439
1203,KHI-01,Karachi,2026-05-27,Chapli Kabab,BBQ,1,726.56,726.56,2026-05-25,1439
1204,KHI-01,Karachi,2026-05-27,Nihari,Main Course,1,913.29,913.29,2026-05-25,1439
1205,KHI-01,Karachi,2026-05-27,Fries,Sides,1,247.04,247.04,2026-05-25,1439
1206,KHI-01,Karachi,2026-05-27,Chicken Karahi,Main Course,1,1170.88,1170.88,2026-05-25,1439
1207,KHI-01,Karachi,2026-05-27,Fries,Sides,1,251.02,251.02,2026-05-25,1439
1208,KHI-01,Karachi,2026-05-27,Chapli Kabab,BBQ,2,1562.03,1562.03,2026-05-25,1439
1209,KHI-02,Karachi,2026-05-27,Chapli Kabab,BBQ,3,2172.06,2172.06,2026-05-25,1307
1210,KHI-02,Karachi,2026-05-27,Chicken Karahi,Main Course,2,2206.47,2206.47,2026-05-25,1307
1211,KHI-02,Karachi,2026-05-27,Nihari,Main Course,3,2782.75,2782.75,2026-05-25,1307
1212,KHI-02,Karachi,2026-05-27,Fries,Sides,1,263.61,263.61,2026-05-25,1307
1213,KHI-02,Karachi,2026-05-27,Fries,Sides,3,752.41,752.41,2026-05-25,1307
1214,KHI-02,Karachi,2026-05-27,Nihari,Main Course,2,1797.61,1797.61,2026-05-25,1307
1215,KHI-02,Karachi,2026-05-27,Beef Biryani,Rice,1,462.83,462.83,2026-05-25,1307
1216,KHI-02,Karachi,2026-05-27,Fries,Sides,3,775.48,775.48,2026-05-25,1307
1217,KHI-02,Karachi,2026-05-27,Fries,Sides,3,722.61,722.61,2026-05-25,1307
1218,KHI-02,Karachi,2026-05-27,Beef Biryani,Rice,2,970.39,970.39,2026-05-25,1307
1219,KHI-03,Karachi,2026-05-27,Nihari,Main Course,2,1838.1,1838.1,2026-05-25,1098
1220,KHI-03,Karachi,2026-05-27,Zinger Burger,Burgers,1,719.68,719.68,2026-05-25,1098
1221,KHI-03,Karachi,2026-05-27,Nihari,Main Course,1,980.11,980.11,2026-05-25,1098
1222,KHI-03,Karachi,2026-05-27,Fries,Sides,2,449.37,449.37,2026-05-25,1098
1223,KHI-03,Karachi,2026-05-27,Chapli Kabab,BBQ,2,1413.05,1413.05,2026-05-25,1098
1224,KHI-03,Karachi,2026-05-27,Soft Drink,Beverages,2,232.06,232.06,2026-05-25,1098
1225,KHI-03,Karachi,2026-05-27,Chicken Karahi,Main Course,2,2502.29,2502.29,2026-05-25,1098
1226,KHI-03,Karachi,2026-05-27,Soft Drink,Beverages,3,345.73,345.73,2026-05-25,1098
1227,KHI-03,Karachi,2026-05-27,Beef Biryani,Rice,3,1431.74,1431.74,2026-05-25,1098
1228,KHI-03,Karachi,2026-05-27,Fries,Sides,3,768.94,768.94,2026-05-25,1098
1229,KHI-03,Karachi,2026-05-27,Chapli Kabab,BBQ,1,730.3,730.3,2026-05-25,1098
1230,KHI-03,Karachi,2026-05-27,Chicken Karahi,Main Course,3,3383.95,3383.95,2026-05-25,1098
1231,KHI-03,Karachi,2026-05-27,Nihari,Main Course,1,934.11,934.11,2026-05-25,1098
1232,KHI-03,Karachi,2026-05-27,Chicken Karahi,Main Course,1,1171.5,1171.5,2026-05-25,1098
1233,LHR-01,Lahore,2026-05-27,Zinger Burger,Burgers,1,707.38,707.38,2026-05-25,1503
1234,LHR-01,Lahore,2026-05-27,Chicken Karahi,Main Course,2,2448.6,2448.6,2026-05-25,1503
1235,LHR-01,Lahore,2026-05-27,Zinger Wrap,Wraps,3,1545.98,1545.98,2026-05-25,1503
1236,LHR-01,Lahore,2026-05-27,Chicken Karahi,Main Course,3,3765.22,3765.22,2026-05-25,1503
1237,LHR-01,Lahore,2026-05-27,Fries,Sides,2,553.05,553.05,2026-05-25,1503
1238,LHR-01,Lahore,2026-05-27,Fries,Sides,1,262.91,262.91,2026-05-25,1503
1239,LHR-01,Lahore,2026-05-27,Beef Biryani,Rice,3,1330.61,1330.61,2026-05-25,1503
1240,LHR-01,Lahore,2026-05-27,Zinger Burger,Burgers,1,634.26,634.26,2026-05-25,1503
1241,LHR-01,Lahore,2026-05-27,Fries,Sides,1,265.84,265.84,2026-05-25,1503
1242,LHR-01,Lahore,2026-05-27,Beef Biryani,Rice,3,1389.05,1389.05,2026-05-25,1503
1243,LHR-01,Lahore,2026-05-27,Soft Drink,Beverages,1,122.66,122.66,2026-05-25,1503
1244,LHR-01,Lahore,2026-05-27,Chicken Karahi,Main Course,1,1246.48,1246.48,2026-05-25,1503
1245,LHR-01,Lahore,2026-05-27,Soft Drink,Beverages,1,114.44,114.44,2026-05-25,1503
1246,LHR-01,Lahore,2026-05-27,Soft Drink,Beverages,3,358.93,358.93,2026-05-25,1503
1247,LHR-01,Lahore,2026-05-27,Chapli Kabab,BBQ,2,1173.11,1173.11,2026-05-25,1503
1248,LHR-01,Lahore,2026-05-27,Fries,Sides,2,474.39,474.39,2026-05-25,1503
1249,LHR-01,Lahore,2026-05-27,Soft Drink,Beverages,1,118.48,118.48,2026-05-25,1503
1250,LHR-01,Lahore,2026-05-27,Soft Drink,Beverages,2,225.03,225.03,2026-05-25,1503
1251,LHR-02,Lahore,2026-05-27,Nihari,Main Course,1,882.07,882.07,2026-05-25,1093
1252,LHR-02,Lahore,2026-05-27,Nihari,Main Course,2,1858.2,1858.2,2026-05-25,1093
1253,LHR-02,Lahore,2026-05-27,Soft Drink,Beverages,3,362.35,362.35,2026-05-25,1093
1254,LHR-02,Lahore,2026-05-27,Chicken Karahi,Main Course,1,1286.48,1286.48,2026-05-25,1093
1255,LHR-02,Lahore,2026-05-27,Soft Drink,Beverages,1,111.38,111.38,2026-05-25,1093
1256,LHR-02,Lahore,2026-05-27,Nihari,Main Course,1,1005.25,1005.25,2026-05-25,1093
1257,LHR-02,Lahore,2026-05-27,Nihari,Main Course,1,950.49,950.49,2026-05-25,1093
